@relation krkopt_clustered-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute Instance_number numeric
@attribute whitekingfile {a,b,c,d}
@attribute whitekingrank numeric
@attribute whiterookfile {b,c,d,e,f,g,h,a}
@attribute whiterookrank numeric
@attribute blackkingfile {c,d,e,f,g,h,a,b}
@attribute blackkingrank numeric
@attribute optimalwindepth {draw,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
27120,c,1,f,2,f,6,fifteen,cluster3
21700,b,1,d,5,d,7,fourteen,cluster3
22456,b,2,e,7,d,2,fourteen,cluster3
12398,d,3,a,8,g,7,eleven,cluster1
2708,d,4,f,6,g,5,draw,cluster1
14969,c,3,d,4,h,4,twelve,cluster2
522,b,1,g,6,h,5,draw,cluster2
13848,c,1,b,1,f,2,twelve,cluster3
4713,d,1,b,1,a,6,seven,cluster0
27988,b,1,d,6,f,5,sixteen,cluster3
1745,d,1,c,7,d,6,draw,cluster3
6018,d,3,b,8,e,1,eight,cluster1
979,c,1,f,2,f,3,draw,cluster3
21035,a,1,c,2,h,8,fourteen,cluster3
12292,d,2,h,5,h,8,eleven,cluster2
3863,d,3,h,6,b,1,five,cluster1
24538,d,1,c,3,f,8,fourteen,cluster0
7575,d,3,a,6,h,5,nine,cluster2
1518,c,3,f,4,e,5,draw,cluster2
19701,d,1,e,2,b,6,thirteen,cluster0
5000,d,3,g,4,f,1,seven,cluster1
8256,d,4,f,8,f,3,nine,cluster1
2142,d,2,e,4,e,5,draw,cluster0
19424,c,3,h,3,f,6,thirteen,cluster3
23379,c,1,g,3,c,8,fourteen,cluster3
21437,b,1,a,8,c,4,fourteen,cluster3
18870,c,2,e,8,c,8,thirteen,cluster0
20656,d,2,g,5,d,5,thirteen,cluster0
8415,b,1,a,7,g,8,ten,cluster0
15009,c,3,e,2,g,4,twelve,cluster0
21951,b,1,g,2,c,8,fourteen,cluster3
27772,a,1,d,6,d,3,sixteen,cluster3
3140,d,3,g,7,d,1,two,cluster1
11027,c,1,g,2,a,3,eleven,cluster3
26306,b,1,d,7,d,2,fifteen,cluster3
4138,d,2,b,4,h,1,six,cluster2
9791,d,3,d,6,g,8,ten,cluster2
5691,c,3,g,8,h,4,eight,cluster2
23370,c,1,g,2,g,8,fourteen,cluster3
21340,b,1,a,3,d,7,fourteen,cluster3
27303,c,2,d,6,d,4,fifteen,cluster3
8650,b,2,e,7,h,1,ten,cluster2
11691,d,1,c,4,a,5,eleven,cluster0
5949,d,3,a,3,g,2,eight,cluster1
13328,b,1,d,1,c,4,twelve,cluster0
32,a,1,d,3,e,3,draw,cluster3
14449,c,2,e,2,b,4,twelve,cluster0
1782,d,1,d,7,c,6,draw,cluster2
4817,d,2,g,1,h,6,seven,cluster2
2930,c,1,g,3,a,1,two,cluster3
18958,c,2,g,1,d,6,thirteen,cluster3
2363,d,3,b,2,b,3,draw,cluster1
10199,d,4,e,3,f,3,ten,cluster2
27722,a,1,c,3,g,6,sixteen,cluster0
14359,c,2,d,1,g,8,twelve,cluster0
23447,c,1,g,7,b,7,fourteen,cluster3
18039,c,1,d,4,h,5,thirteen,cluster3
18248,c,1,f,8,f,1,thirteen,cluster3
3175,c,3,g,3,c,1,three,cluster1
13758,b,2,g,5,e,1,twelve,cluster1
21095,a,1,d,7,h,3,fourteen,cluster3
20186,d,2,b,4,f,5,thirteen,cluster0
17132,b,1,d,4,e,7,thirteen,cluster0
4076,d,1,e,8,h,1,six,cluster2
21360,b,1,a,4,c,7,fourteen,cluster3
17225,b,1,e,1,h,6,thirteen,cluster0
14190,c,2,a,1,h,7,twelve,cluster2
19466,d,1,a,3,b,7,thirteen,cluster0
9807,d,3,d,8,c,6,ten,cluster2
21506,b,1,b,4,f,8,fourteen,cluster3
3524,d,1,f,4,a,1,five,cluster2
23716,c,2,b,2,f,4,fourteen,cluster3
17059,b,1,b,5,g,5,thirteen,cluster0
12640,d,3,e,2,g,5,eleven,cluster0
14781,c,3,a,1,g,6,twelve,cluster0
10494,b,1,c,5,a,4,eleven,cluster3
13074,d,4,e,6,g,4,eleven,cluster0
12930,d,4,a,8,f,5,eleven,cluster1
7167,c,2,f,7,h,8,nine,cluster2
316,b,1,d,2,d,3,draw,cluster3
10356,a,1,c,8,f,1,eleven,cluster3
21840,b,1,e,8,b,5,fourteen,cluster3
19998,d,2,a,2,h,5,thirteen,cluster0
26770,b,2,g,2,e,4,fifteen,cluster1
1465,c,3,c,1,d,1,draw,cluster3
21555,b,1,b,8,f,7,fourteen,cluster3
22508,b,2,g,2,d,4,fourteen,cluster3
22635,c,1,a,1,g,5,fourteen,cluster3
2957,c,2,d,3,a,1,two,cluster3
24224,d,1,a,4,f,4,fourteen,cluster3
28049,b,1,g,6,f,4,sixteen,cluster1
25876,a,1,f,5,e,2,fifteen,cluster2
19169,c,2,h,5,h,7,thirteen,cluster3
14802,c,3,a,4,g,4,twelve,cluster1
8521,b,1,g,1,d,1,ten,cluster3
18065,c,1,d,6,h,7,thirteen,cluster3
1254,c,2,d,8,d,7,draw,cluster3
2358,d,3,b,1,c,1,draw,cluster1
16747,d,4,h,6,g,4,twelve,cluster1
20376,d,2,d,5,e,7,thirteen,cluster0
27263,c,1,g,7,d,6,fifteen,cluster3
14767,c,2,h,8,b,5,twelve,cluster3
3393,d,3,e,3,a,1,four,cluster0
4255,d,3,a,5,a,2,six,cluster1
1120,c,1,h,7,h,8,draw,cluster3
19761,d,1,e,5,h,5,thirteen,cluster0
589,b,2,d,4,e,3,draw,cluster1
10944,c,1,e,7,e,1,eleven,cluster3
2244,d,2,g,3,h,3,draw,cluster1
8424,b,1,b,4,g,2,ten,cluster0
18983,c,2,g,2,e,6,thirteen,cluster0
1299,c,2,e,7,f,6,draw,cluster3
3736,d,3,c,4,b,3,five,cluster1
22535,b,2,g,7,f,3,fourteen,cluster1
1349,c,2,f,6,g,5,draw,cluster2
26863,c,1,b,2,f,3,fifteen,cluster3
6123,d,3,d,6,h,2,eight,cluster2
16534,d,3,g,3,g,7,twelve,cluster1
10963,c,1,f,1,h,4,eleven,cluster2
23630,c,1,h,7,c,7,fourteen,cluster3
27051,c,1,d,7,e,2,fifteen,cluster3
8655,b,2,f,3,f,1,ten,cluster2
9480,d,2,c,6,a,6,ten,cluster2
13588,b,2,a,8,d,2,twelve,cluster3
7114,c,2,d,7,h,8,nine,cluster2
17919,c,1,b,2,h,5,thirteen,cluster0
7651,d,3,c,3,f,3,nine,cluster1
4246,d,3,a,1,h,1,six,cluster2
20210,d,2,b,6,h,5,thirteen,cluster2
25236,d,1,h,8,e,3,fourteen,cluster3
17998,c,1,c,8,h,8,thirteen,cluster3
13838,c,1,a,6,h,8,twelve,cluster3
27271,c,1,g,7,f,4,fifteen,cluster3
20366,d,2,d,3,d,5,thirteen,cluster0
12085,d,2,d,8,a,5,eleven,cluster2
13442,b,1,f,1,h,6,twelve,cluster2
26643,b,1,h,6,e,3,fifteen,cluster3
15496,d,1,h,7,h,3,twelve,cluster2
1068,c,1,g,6,f,7,draw,cluster3
22901,c,1,b,4,f,5,fourteen,cluster3
23283,c,1,f,4,b,4,fourteen,cluster3
3136,d,3,f,8,d,1,two,cluster2
6701,b,1,d,5,g,1,nine,cluster1
26870,c,1,b,3,d,4,fifteen,cluster3
15404,d,1,f,6,a,3,twelve,cluster2
71,a,1,e,5,f,5,draw,cluster0
19263,c,3,b,6,h,5,thirteen,cluster2
26584,b,1,h,1,d,5,fifteen,cluster3
21536,b,1,b,6,h,4,fourteen,cluster3
1985,d,2,a,1,a,2,draw,cluster1
21720,b,1,d,7,g,7,fourteen,cluster3
1320,c,2,f,3,e,2,draw,cluster2
24901,d,1,g,1,d,7,fourteen,cluster3
16133,d,3,b,2,e,6,twelve,cluster0
16697,d,3,h,8,g,6,twelve,cluster1
5791,d,1,h,2,a,2,eight,cluster0
10206,d,4,e,4,g,4,ten,cluster0
12905,d,4,a,2,g,6,eleven,cluster1
3558,d,1,h,5,a,1,five,cluster3
3976,d,1,a,3,f,1,six,cluster0
23508,c,1,h,2,b,4,fourteen,cluster3
15089,c,3,h,3,h,7,twelve,cluster3
3721,d,3,b,5,b,3,five,cluster1
11892,d,1,h,3,a,7,eleven,cluster0
22356,b,2,d,1,f,4,fourteen,cluster3
15180,d,1,b,2,h,4,twelve,cluster2
167,a,1,h,1,g,2,draw,cluster0
5933,d,2,h,7,f,1,eight,cluster1
22210,b,2,a,3,f,5,fourteen,cluster3
24612,d,1,d,2,g,3,fourteen,cluster0
21960,b,1,g,2,g,7,fourteen,cluster1
4348,d,3,e,3,g,2,six,cluster0
17419,b,1,f,7,h,5,thirteen,cluster2
17653,b,2,c,5,g,5,thirteen,cluster0
24372,d,1,b,2,g,3,fourteen,cluster0
12119,d,2,e,2,b,8,eleven,cluster0
17932,c,1,b,5,f,6,thirteen,cluster3
8230,d,4,f,2,h,8,nine,cluster2
5505,c,2,c,7,f,1,eight,cluster3
2674,d,4,e,2,e,1,draw,cluster0
9662,d,2,g,3,a,3,ten,cluster1
25784,a,1,e,3,f,6,fifteen,cluster0
20996,a,1,b,2,h,8,fourteen,cluster3
19660,d,1,d,7,b,4,thirteen,cluster0
18490,c,2,a,7,d,7,thirteen,cluster3
9532,d,2,d,7,f,8,ten,cluster2
15785,d,2,e,5,g,4,twelve,cluster0
17997,c,1,c,8,h,7,thirteen,cluster3
23001,c,1,c,3,g,4,fourteen,cluster3
4793,d,2,e,1,g,1,seven,cluster0
13844,c,1,a,8,a,5,twelve,cluster3
27212,c,1,g,2,d,3,fifteen,cluster3
14213,c,2,a,4,h,5,twelve,cluster2
23590,c,1,h,4,f,6,fourteen,cluster3
27339,d,1,b,2,f,4,fifteen,cluster0
15815,d,2,e,8,a,8,twelve,cluster0
20852,d,2,h,8,d,7,thirteen,cluster3
22283,b,2,b,7,f,4,fourteen,cluster3
23254,c,1,f,1,c,8,fourteen,cluster3
14521,c,2,e,6,a,4,twelve,cluster3
12799,d,3,h,1,e,8,eleven,cluster0
27449,d,1,c,7,e,5,fifteen,cluster2
24384,d,1,b,3,e,3,fourteen,cluster3
20096,d,2,b,1,b,8,thirteen,cluster0
23224,c,1,e,7,d,3,fourteen,cluster3
3612,d,2,e,2,a,2,five,cluster0
5763,d,1,g,1,a,2,eight,cluster1
24237,d,1,a,5,c,5,fourteen,cluster3
19432,c,3,h,4,f,6,thirteen,cluster3
8731,c,1,c,2,b,6,ten,cluster3
17361,b,1,f,3,a,4,thirteen,cluster0
1104,c,1,h,4,h,3,draw,cluster3
5967,d,3,a,7,d,8,eight,cluster2
15635,d,2,c,6,e,7,twelve,cluster2
21128,a,1,e,2,h,6,fourteen,cluster0
19734,d,1,e,4,a,4,thirteen,cluster0
22774,c,1,a,7,d,6,fourteen,cluster3
10133,d,4,c,5,e,2,ten,cluster2
23844,c,2,d,1,f,4,fourteen,cluster3
19337,c,3,d,7,e,3,thirteen,cluster3
9911,d,3,e,8,h,7,ten,cluster2
23762,c,2,b,8,d,7,fourteen,cluster3
6534,d,4,g,6,b,1,eight,cluster1
1610,c,3,h,6,g,5,draw,cluster3
25300,d,2,b,6,d,4,fourteen,cluster3
15614,d,2,b,8,b,4,twelve,cluster2
1270,c,2,e,3,f,4,draw,cluster0
953,c,1,e,6,f,5,draw,cluster3
2350,d,3,a,7,b,7,draw,cluster2
15891,d,2,g,6,d,8,twelve,cluster1
22353,b,2,d,1,e,5,fourteen,cluster3
9127,c,3,b,5,g,3,ten,cluster1
22001,b,1,g,5,d,2,fourteen,cluster3
24047,c,2,h,2,d,5,fourteen,cluster3
20284,d,2,c,2,h,5,thirteen,cluster0
21923,b,1,f,7,b,4,fourteen,cluster3
453,b,1,f,5,e,6,draw,cluster2
22338,b,2,c,7,h,5,fourteen,cluster2
1729,d,1,c,5,d,4,draw,cluster3
19365,c,3,f,4,f,6,thirteen,cluster2
17433,b,1,g,1,b,4,thirteen,cluster0
25690,a,1,c,8,g,3,fifteen,cluster0
6188,d,3,f,8,g,2,eight,cluster1
2083,d,2,c,5,d,5,draw,cluster2
17776,b,2,e,8,h,6,thirteen,cluster0
21227,a,1,g,8,e,1,fourteen,cluster3
2193,d,2,f,4,g,3,draw,cluster1
25667,a,1,c,4,f,4,fifteen,cluster3
5013,d,3,g,7,a,3,seven,cluster1
21945,b,1,g,1,g,5,fourteen,cluster1
22972,c,1,c,2,f,7,fourteen,cluster3
3865,d,3,h,7,a,1,five,cluster1
17395,b,1,f,6,d,1,thirteen,cluster3
18690,c,2,c,3,h,6,thirteen,cluster0
6519,d,4,g,4,d,1,eight,cluster1
16060,d,3,a,6,e,5,twelve,cluster2
12566,d,3,d,4,f,5,eleven,cluster1
20277,d,2,c,2,f,8,thirteen,cluster0
23950,c,2,f,8,d,6,fourteen,cluster3
14729,c,2,h,5,a,5,twelve,cluster3
20605,d,2,g,2,f,7,thirteen,cluster0
2602,d,3,h,2,g,1,draw,cluster1
28046,b,1,g,6,e,4,sixteen,cluster1
22351,b,2,d,1,e,3,fourteen,cluster3
12312,d,2,h,8,g,2,eleven,cluster1
17591,b,2,a,8,h,7,thirteen,cluster2
17380,b,1,f,5,d,1,thirteen,cluster3
15706,d,2,d,7,c,5,twelve,cluster2
17728,b,2,e,2,g,6,thirteen,cluster0
2236,d,2,g,2,h,2,draw,cluster1
17145,b,1,d,4,h,8,thirteen,cluster0
7154,c,2,f,4,g,2,nine,cluster1
12570,d,3,d,4,g,4,eleven,cluster1
11554,c,3,f,3,h,3,eleven,cluster2
27618,d,1,g,3,g,5,fifteen,cluster1
9496,d,2,c,8,a,2,ten,cluster2
7917,d,4,a,3,e,1,nine,cluster1
24070,c,2,h,6,f,3,fourteen,cluster3
15735,d,2,e,2,b,7,twelve,cluster0
24657,d,1,d,7,g,5,fourteen,cluster0
24947,d,1,g,3,d,6,fourteen,cluster3
21265,a,1,h,7,d,2,fourteen,cluster3
16801,a,1,c,4,e,2,thirteen,cluster0
21241,a,1,h,2,h,7,fourteen,cluster3
26122,b,1,b,8,c,4,fifteen,cluster3
21833,b,1,e,7,e,1,fourteen,cluster3
15374,d,1,e,8,g,7,twelve,cluster0
19540,d,1,b,5,f,8,thirteen,cluster0
26344,b,1,e,5,c,5,fifteen,cluster0
15848,d,2,f,6,d,8,twelve,cluster2
11503,c,3,e,2,h,8,eleven,cluster0
3277,d,2,d,3,a,1,four,cluster1
25134,d,1,h,4,b,5,fourteen,cluster3
20632,d,2,g,3,g,7,thirteen,cluster0
8527,b,1,g,3,h,5,ten,cluster2
663,b,2,f,6,e,5,draw,cluster2
6897,c,1,a,8,e,1,nine,cluster3
6139,d,3,e,2,f,2,eight,cluster0
1870,d,1,f,6,e,5,draw,cluster2
24205,d,1,a,3,g,5,fourteen,cluster0
26680,b,1,h,8,d,5,fifteen,cluster3
25203,d,1,h,7,d,3,fourteen,cluster3
17436,b,1,g,1,b,7,thirteen,cluster0
20207,d,2,b,6,g,5,thirteen,cluster0
26514,b,1,g,5,b,4,fifteen,cluster1
19613,d,1,d,4,c,6,thirteen,cluster0
8381,a,1,h,3,c,1,ten,cluster3
19589,d,1,c,8,h,7,thirteen,cluster2
6842,b,2,g,1,h,6,nine,cluster1
18730,c,2,c,8,e,4,thirteen,cluster3
9329,d,1,c,5,b,8,ten,cluster2
22275,b,2,b,5,d,3,fourteen,cluster3
11645,d,1,a,3,a,6,eleven,cluster0
10970,c,1,f,2,a,4,eleven,cluster3
10879,c,1,d,2,a,7,eleven,cluster3
26707,b,2,c,2,e,5,fifteen,cluster0
4600,c,2,a,3,h,2,seven,cluster2
7367,c,3,h,8,d,1,nine,cluster3
22247,b,2,b,1,d,2,fourteen,cluster3
21865,b,1,f,1,d,7,fourteen,cluster3
22988,c,1,c,3,e,3,fourteen,cluster3
21102,a,1,e,1,d,4,fourteen,cluster3
17297,b,1,e,5,h,4,thirteen,cluster0
26861,c,1,b,2,e,5,fifteen,cluster3
15901,d,2,g,8,a,7,twelve,cluster1
17064,b,1,b,5,h,6,thirteen,cluster0
1964,d,1,h,4,g,5,draw,cluster0
10336,a,1,b,7,e,1,eleven,cluster3
18623,c,2,b,6,e,6,thirteen,cluster3
26289,b,1,d,3,g,4,fifteen,cluster0
10724,b,2,d,6,e,1,eleven,cluster1
6425,d,4,e,8,d,2,eight,cluster0
19722,d,1,e,2,g,7,thirteen,cluster0
14957,c,3,d,3,h,5,twelve,cluster2
12155,d,2,e,4,c,8,eleven,cluster0
13414,b,1,e,5,a,6,twelve,cluster0
27801,a,1,f,3,f,6,sixteen,cluster2
2594,d,3,g,8,f,7,draw,cluster1
17587,b,2,a,8,g,3,thirteen,cluster0
22230,b,2,a,7,e,3,fourteen,cluster3
2250,d,2,g,4,g,5,draw,cluster1
5350,c,1,d,8,h,1,eight,cluster3
5817,d,2,a,7,g,8,eight,cluster0
27671,a,1,b,2,e,3,sixteen,cluster0
7854,d,3,g,4,a,8,nine,cluster1
7938,d,4,a,5,g,1,nine,cluster1
23694,c,2,a,7,c,5,fourteen,cluster3
1942,d,1,g,7,h,7,draw,cluster2
25273,d,2,a,6,f,3,fourteen,cluster2
3559,d,1,h,5,b,1,five,cluster3
9149,c,3,c,1,g,2,ten,cluster1
12628,d,3,e,2,d,5,eleven,cluster0
20520,d,2,f,4,c,6,thirteen,cluster0
1144,c,2,a,7,a,6,draw,cluster3
15870,d,2,g,5,a,7,twelve,cluster1
22520,b,2,g,4,e,5,fourteen,cluster3
9446,d,2,c,1,a,6,ten,cluster2
11391,c,2,h,7,f,2,eleven,cluster3
9739,d,3,b,2,b,8,ten,cluster2
23810,c,2,c,7,e,5,fourteen,cluster3
16742,d,4,h,3,g,5,twelve,cluster1
9648,d,2,f,8,g,3,ten,cluster2
10247,d,4,g,5,f,2,ten,cluster1
3443,c,1,g,4,a,3,five,cluster3
19267,c,3,b,7,f,5,thirteen,cluster3
15460,d,1,h,2,h,6,twelve,cluster2
26651,b,1,h,6,g,3,fifteen,cluster3
21759,b,1,e,2,g,4,fourteen,cluster0
7791,d,3,f,1,a,7,nine,cluster1
13483,b,1,f,8,g,3,twelve,cluster2
15412,d,1,f,8,a,4,twelve,cluster2
7890,d,3,h,7,f,2,nine,cluster1
5378,c,1,g,4,g,1,eight,cluster1
20328,d,2,c,4,g,4,thirteen,cluster0
20294,d,2,c,3,d,6,thirteen,cluster0
4780,d,2,b,8,a,4,seven,cluster2
10627,b,1,g,4,e,1,eleven,cluster1
22101,b,1,h,4,c,8,fourteen,cluster3
1304,c,2,e,8,e,7,draw,cluster3
18102,c,1,e,2,c,8,thirteen,cluster0
1288,c,2,e,6,d,7,draw,cluster3
8684,b,2,h,4,d,3,ten,cluster3
13973,c,1,d,8,b,5,twelve,cluster3
26364,b,1,e,7,c,5,fifteen,cluster0
21722,b,1,d,7,h,4,fourteen,cluster3
16977,b,1,a,1,h,3,thirteen,cluster0
644,b,2,f,3,f,4,draw,cluster2
11076,c,2,a,3,b,8,eleven,cluster3
27429,d,1,c,6,d,4,fifteen,cluster3
18227,c,1,f,6,a,8,thirteen,cluster3
15121,d,1,a,1,a,8,twelve,cluster0
3587,d,2,c,4,b,2,five,cluster1
7611,d,3,b,7,h,3,nine,cluster1
14055,c,1,f,3,h,4,twelve,cluster2
25041,d,1,h,1,b,4,fourteen,cluster3
11662,d,1,b,7,g,8,eleven,cluster0
2472,d,3,e,6,d,6,draw,cluster0
19745,d,1,e,4,e,7,thirteen,cluster0
24399,d,1,b,4,b,7,fourteen,cluster0
23923,c,2,f,6,c,6,fourteen,cluster3
23321,c,1,f,6,a,4,fourteen,cluster3
18815,c,2,d,8,g,4,thirteen,cluster0
9698,d,3,a,2,a,5,ten,cluster2
240,b,1,b,5,a,5,draw,cluster3
12974,d,4,b,8,f,5,eleven,cluster1
7134,c,2,e,6,h,2,nine,cluster1
1678,d,1,b,4,c,3,draw,cluster0
14663,c,2,g,4,g,7,twelve,cluster1
2566,d,3,g,4,g,5,draw,cluster1
14051,c,1,f,2,h,4,twelve,cluster2
17172,b,1,d,6,e,1,thirteen,cluster0
6895,c,1,a,7,h,2,nine,cluster3
18051,c,1,d,6,a,6,thirteen,cluster3
18164,c,1,e,6,a,8,thirteen,cluster0
15300,d,1,d,8,b,8,twelve,cluster2
13405,b,1,e,4,f,7,twelve,cluster0
17271,b,1,e,3,h,5,thirteen,cluster0
15041,c,3,f,7,e,2,twelve,cluster2
27723,a,1,c,3,g,7,sixteen,cluster0
22345,b,2,c,8,f,5,fourteen,cluster3
13021,d,4,d,1,g,5,eleven,cluster1
21278,b,1,a,1,b,3,fourteen,cluster3
5019,d,3,g,8,b,3,seven,cluster1
20160,d,2,b,3,e,8,thirteen,cluster0
23516,c,1,h,2,d,4,fourteen,cluster3
19207,c,2,h,8,e,8,thirteen,cluster3
18823,c,2,e,1,c,4,thirteen,cluster0
19122,c,2,h,3,e,7,thirteen,cluster3
24071,c,2,h,6,f,4,fourteen,cluster3
12387,d,3,a,7,h,4,eleven,cluster2
27559,d,1,f,6,f,4,fifteen,cluster2
15050,c,3,g,2,g,5,twelve,cluster1
3400,d,3,f,3,a,1,four,cluster2
23003,c,1,c,3,g,6,fourteen,cluster3
4341,d,3,e,2,b,2,six,cluster0
3134,d,3,f,6,d,1,two,cluster2
2042,d,2,b,5,a,4,draw,cluster2
17571,b,2,a,5,f,5,thirteen,cluster0
20124,d,2,b,2,c,8,thirteen,cluster0
6347,d,4,d,2,b,2,eight,cluster1
27356,d,1,b,6,d,4,fifteen,cluster3
15646,d,2,c,8,g,3,twelve,cluster1
3293,d,2,e,2,a,1,four,cluster0
6665,b,1,c,1,h,1,nine,cluster1
4676,c,2,h,5,a,4,seven,cluster3
16070,d,3,a,7,c,7,twelve,cluster2
16818,a,1,d,2,g,2,thirteen,cluster0
15895,d,2,g,6,g,8,twelve,cluster1
158,a,1,g,6,h,6,draw,cluster2
27172,c,1,f,7,f,2,fifteen,cluster3
1507,c,3,f,2,g,3,draw,cluster1
7424,d,1,g,5,h,8,nine,cluster1
27739,a,1,c,7,d,2,sixteen,cluster3
25352,d,2,c,7,f,6,fourteen,cluster2
23064,c,1,d,2,d,8,fourteen,cluster3
17321,b,1,e,7,h,4,thirteen,cluster0
23760,c,2,b,8,d,5,fourteen,cluster3
13511,b,1,g,6,a,8,twelve,cluster1
19503,d,1,a,5,h,6,thirteen,cluster0
1669,d,1,b,3,b,2,draw,cluster0
20009,d,2,a,3,e,7,thirteen,cluster0
5467,c,2,c,1,a,6,eight,cluster3
11487,c,3,e,1,f,6,eleven,cluster0
25968,a,1,h,8,g,6,fifteen,cluster3
23527,c,1,h,2,f,2,fourteen,cluster3
10646,b,1,h,4,e,2,eleven,cluster3
23613,c,1,h,6,d,4,fourteen,cluster3
7071,c,2,c,8,h,2,nine,cluster2
6169,d,3,f,5,f,2,eight,cluster2
9169,c,3,c,6,g,2,ten,cluster1
10035,d,3,h,4,b,7,ten,cluster2
2027,d,2,b,2,b,1,draw,cluster1
5159,d,4,g,8,h,5,seven,cluster1
5923,d,2,h,4,f,2,eight,cluster1
8113,d,4,d,3,h,7,nine,cluster1
26382,b,1,f,1,e,3,fifteen,cluster2
15912,d,2,h,2,b,8,twelve,cluster0
21030,a,1,c,2,h,3,fourteen,cluster3
1321,c,2,f,3,e,3,draw,cluster2
9259,c,3,g,4,e,2,ten,cluster1
6132,d,3,d,7,h,2,eight,cluster2
25934,a,1,h,2,f,2,fifteen,cluster3
7940,d,4,a,6,f,1,nine,cluster1
100,a,1,f,4,g,3,draw,cluster0
14123,c,1,h,1,b,8,twelve,cluster3
3581,d,2,c,3,h,1,five,cluster2
546,b,1,h,3,g,2,draw,cluster3
1519,c,3,f,4,f,3,draw,cluster2
14352,c,2,c,6,f,8,twelve,cluster3
2922,c,1,f,1,a,1,two,cluster3
17773,b,2,e,8,g,6,thirteen,cluster0
27526,d,1,f,1,f,6,fifteen,cluster2
9245,c,3,f,6,g,2,ten,cluster2
4555,c,1,b,3,g,1,seven,cluster3
24118,d,1,a,1,b,8,fourteen,cluster0
8135,d,4,d,6,h,7,nine,cluster1
2634,d,3,h,8,h,7,draw,cluster2
12362,d,3,a,5,b,7,eleven,cluster2
246,b,1,b,5,c,6,draw,cluster3
11697,d,1,c,5,b,2,eleven,cluster2
19601,d,1,d,3,e,7,thirteen,cluster0
17431,b,1,f,8,h,8,thirteen,cluster2
18776,c,2,d,3,g,5,thirteen,cluster0
21955,b,1,g,2,e,7,fourteen,cluster3
21361,b,1,a,4,c,8,fourteen,cluster3
17654,b,2,c,5,g,6,thirteen,cluster0
15497,d,1,h,7,h,4,twelve,cluster2
4073,d,1,e,5,h,1,six,cluster2
3146,d,3,h,8,d,1,two,cluster3
13223,a,1,e,5,h,1,twelve,cluster2
27751,a,1,c,8,c,2,sixteen,cluster3
2376,d,3,b,5,a,4,draw,cluster1
1047,c,1,g,3,h,2,draw,cluster3
5809,d,2,a,5,h,2,eight,cluster2
3884,d,4,g,1,h,8,five,cluster1
12152,d,2,e,4,a,6,eleven,cluster0
6561,d,4,h,1,b,1,eight,cluster1
27866,a,1,g,6,f,4,sixteen,cluster1
17290,b,1,e,4,e,7,thirteen,cluster0
17508,b,1,h,5,c,7,thirteen,cluster3
25774,a,1,e,1,d,3,fifteen,cluster0
19891,d,1,h,2,b,5,thirteen,cluster0
10134,d,4,c,5,f,2,ten,cluster2
6326,d,4,c,5,h,2,eight,cluster2
17854,c,1,a,3,h,3,thirteen,cluster3
14477,c,2,e,3,b,4,twelve,cluster0
26148,b,1,c,1,e,3,fifteen,cluster0
1407,c,2,g,6,h,5,draw,cluster2
13601,b,2,b,5,g,3,twelve,cluster1
22744,c,1,a,6,d,3,fourteen,cluster3
9062,c,2,h,8,a,5,ten,cluster3
14014,c,1,e,5,a,6,twelve,cluster3
27055,c,1,d,7,f,3,fifteen,cluster3
2056,d,2,b,6,c,6,draw,cluster2
5212,b,1,b,7,a,3,eight,cluster3
13698,b,2,f,2,h,6,twelve,cluster2
25986,b,1,a,3,c,6,fifteen,cluster0
18099,c,1,e,2,b,6,thirteen,cluster0
2943,c,2,b,1,a,1,two,cluster3
885,c,1,d,4,e,5,draw,cluster3
2120,d,2,d,6,c,6,draw,cluster2
2707,d,4,f,6,f,5,draw,cluster2
23797,c,2,c,6,f,3,fourteen,cluster3
22806,c,1,a,8,d,8,fourteen,cluster3
4857,d,3,a,4,g,1,seven,cluster1
19640,d,1,d,6,a,5,thirteen,cluster0
4411,d,3,g,6,a,2,six,cluster1
16781,a,1,b,5,g,2,thirteen,cluster0
9392,d,1,g,7,c,8,ten,cluster2
17754,b,2,e,7,f,2,thirteen,cluster0
18176,c,1,e,7,f,3,thirteen,cluster0
8734,c,1,c,3,a,4,ten,cluster3
17756,b,2,e,7,f,4,thirteen,cluster0
11868,d,1,f,8,g,6,eleven,cluster2
15782,d,2,e,5,c,4,twelve,cluster0
24818,d,1,f,3,d,5,fourteen,cluster3
2343,d,3,a,6,a,7,draw,cluster2
15246,d,1,d,3,a,3,twelve,cluster0
5077,d,4,c,6,b,1,seven,cluster1
11285,c,2,f,3,h,7,eleven,cluster2
16369,d,3,e,4,e,5,twelve,cluster0
25095,d,1,h,2,f,7,fourteen,cluster3
16983,b,1,a,2,g,8,thirteen,cluster0
7686,d,3,c,8,a,5,nine,cluster1
10678,b,2,b,1,h,1,eleven,cluster2
3838,d,3,g,6,b,1,five,cluster1
786,c,1,b,3,a,3,draw,cluster3
27257,c,1,g,7,c,5,fifteen,cluster3
21998,b,1,g,5,c,6,fourteen,cluster3
6545,d,4,g,7,c,1,eight,cluster1
11274,c,2,f,2,h,4,eleven,cluster2
