@relation krkopt_clustered-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute Instance_number numeric
@attribute whitekingfile {a,b,c,d}
@attribute whitekingrank numeric
@attribute whiterookfile {b,c,d,e,f,g,h,a}
@attribute whiterookrank numeric
@attribute blackkingfile {c,d,e,f,g,h,a,b}
@attribute blackkingrank numeric
@attribute optimalwindepth {draw,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen}
@attribute Cluster {cluster0,cluster1}

@data
22318,b,2,c,3,g,6,fourteen,cluster0
18539,c,2,b,1,e,4,thirteen,cluster0
21382,b,1,a,4,h,6,fourteen,cluster1
22992,c,1,c,3,e,7,fourteen,cluster1
24156,d,1,a,2,c,8,fourteen,cluster1
6454,d,4,f,4,d,2,eight,cluster0
13081,d,4,e,8,f,4,eleven,cluster0
18477,c,2,a,6,f,5,thirteen,cluster0
21886,b,1,f,3,f,7,fourteen,cluster1
14938,c,3,d,1,g,3,twelve,cluster0
25800,a,1,e,5,d,1,fifteen,cluster1
10293,d,4,h,7,h,4,ten,cluster0
6583,d,4,h,5,d,2,eight,cluster0
3,a,1,c,1,d,2,draw,cluster1
1944,d,1,g,8,f,7,draw,cluster1
16511,d,3,g,2,g,6,twelve,cluster0
27241,c,1,g,6,d,3,fifteen,cluster1
2837,c,2,c,4,a,3,one,cluster0
6521,d,4,g,4,e,1,eight,cluster0
6381,d,4,e,4,d,2,eight,cluster0
9433,d,2,b,2,h,3,ten,cluster0
14300,c,2,b,5,h,6,twelve,cluster0
25595,a,1,b,3,g,4,fifteen,cluster1
24755,d,1,e,7,b,6,fourteen,cluster1
8044,d,4,c,3,c,2,nine,cluster0
17071,b,1,b,6,e,7,thirteen,cluster1
25451,d,2,f,8,e,5,fourteen,cluster0
3832,d,3,g,4,h,8,five,cluster0
2948,c,2,c,4,a,2,two,cluster0
25225,d,1,h,8,c,3,fourteen,cluster1
1594,c,3,h,2,h,3,draw,cluster0
3039,c,3,e,4,b,1,two,cluster0
2747,d,4,g,5,h,5,draw,cluster0
3434,c,1,d,2,g,1,five,cluster1
4610,c,2,b,3,a,6,seven,cluster0
21489,b,1,b,3,h,5,fourteen,cluster1
18824,c,2,e,1,c,5,thirteen,cluster0
8410,b,1,a,7,d,1,ten,cluster1
17384,b,1,f,5,g,8,thirteen,cluster1
21703,b,1,d,5,e,7,fourteen,cluster1
284,b,1,c,5,b,6,draw,cluster1
20107,d,2,b,1,f,3,thirteen,cluster0
9970,d,3,f,8,a,7,ten,cluster0
1318,c,2,f,2,g,2,draw,cluster0
25552,a,1,a,7,g,3,fifteen,cluster1
19200,c,2,h,8,c,7,thirteen,cluster0
2645,d,4,b,2,c,2,draw,cluster0
11831,d,1,f,3,h,3,eleven,cluster1
26375,b,1,f,1,c,4,fifteen,cluster1
24793,d,1,f,1,e,7,fourteen,cluster1
17688,b,2,d,4,g,7,thirteen,cluster0
23831,c,2,c,8,f,3,fourteen,cluster0
3279,d,2,d,3,b,1,four,cluster0
3856,d,3,h,4,b,2,five,cluster0
12783,d,3,g,6,f,8,eleven,cluster0
25977,b,1,a,2,e,6,fifteen,cluster1
198,a,1,h,8,g,7,draw,cluster1
20417,d,2,e,2,b,3,thirteen,cluster0
8098,d,4,d,1,h,4,nine,cluster0
23087,c,1,d,3,h,3,fourteen,cluster1
6316,d,4,c,3,g,2,eight,cluster0
7987,d,4,b,3,h,5,nine,cluster0
2954,c,2,d,1,a,2,two,cluster0
24770,d,1,e,8,c,4,fourteen,cluster1
22499,b,2,g,1,f,3,fourteen,cluster0
4979,d,3,f,8,b,3,seven,cluster0
8095,d,4,d,1,f,1,nine,cluster0
687,b,2,g,3,h,2,draw,cluster0
25026,d,1,g,8,c,5,fourteen,cluster1
16596,d,3,h,1,f,7,twelve,cluster0
5171,d,4,h,8,a,1,seven,cluster0
17824,b,2,h,6,h,2,thirteen,cluster0
23642,c,1,h,7,f,4,fourteen,cluster1
5078,d,4,c,6,h,1,seven,cluster0
12608,d,3,e,1,d,5,eleven,cluster0
19106,c,2,h,2,e,7,thirteen,cluster0
17141,b,1,d,4,h,4,thirteen,cluster1
4661,c,2,f,5,a,3,seven,cluster0
19617,d,1,d,4,e,8,thirteen,cluster1
8941,c,2,d,4,c,7,ten,cluster0
5370,c,1,g,2,h,6,eight,cluster1
13005,d,4,c,4,g,6,eleven,cluster0
20954,a,1,a,3,h,3,fourteen,cluster1
8519,b,1,f,7,a,8,ten,cluster1
21879,b,1,f,2,f,8,fourteen,cluster1
10224,d,4,f,2,f,4,ten,cluster0
8729,c,1,c,2,b,4,ten,cluster1
7199,c,2,h,4,f,1,nine,cluster0
25163,d,1,h,5,h,7,fourteen,cluster1
27035,c,1,d,6,d,4,fifteen,cluster1
25768,a,1,d,8,g,4,fifteen,cluster1
21567,b,1,c,1,c,6,fourteen,cluster1
10215,d,4,e,7,h,4,ten,cluster0
3368,d,3,a,2,g,1,four,cluster0
8236,d,4,f,4,g,7,nine,cluster0
9006,c,2,f,6,f,1,ten,cluster0
21632,b,1,c,5,f,6,fourteen,cluster1
14156,c,1,h,6,d,7,twelve,cluster1
12691,d,3,e,7,g,3,eleven,cluster0
13996,c,1,e,1,h,7,twelve,cluster1
21834,b,1,e,7,f,5,fourteen,cluster1
14669,c,2,g,5,b,7,twelve,cluster0
25813,a,1,e,5,h,6,fifteen,cluster1
25314,d,2,b,7,e,6,fourteen,cluster0
24247,d,1,a,6,d,3,fourteen,cluster1
24974,d,1,g,4,e,8,fourteen,cluster1
7349,c,3,h,1,e,1,nine,cluster0
18276,c,1,g,5,c,6,thirteen,cluster1
2203,d,2,f,5,g,6,draw,cluster0
25733,a,1,d,5,f,5,fifteen,cluster1
16592,d,3,h,1,e,7,twelve,cluster0
18406,c,2,a,2,b,7,thirteen,cluster0
10024,d,3,h,2,a,4,ten,cluster0
1338,c,2,f,5,e,6,draw,cluster0
11738,d,1,d,3,c,7,eleven,cluster1
16806,a,1,c,5,h,3,thirteen,cluster1
2302,d,2,h,5,g,5,draw,cluster0
7586,d,3,b,1,f,3,nine,cluster0
7357,c,3,h,4,g,1,nine,cluster0
3171,c,3,f,3,a,1,three,cluster0
7461,d,2,c,3,b,5,nine,cluster0
25976,b,1,a,2,e,5,fifteen,cluster1
22570,b,2,h,3,f,6,fourteen,cluster0
24897,d,1,g,1,c,3,fourteen,cluster1
5762,d,1,f,8,a,2,eight,cluster1
15454,d,1,h,2,a,5,twelve,cluster1
6917,c,1,b,6,g,1,nine,cluster1
8011,d,4,b,6,h,7,nine,cluster0
7863,d,3,g,7,d,8,nine,cluster0
5857,d,2,c,4,a,8,eight,cluster0
23230,c,1,e,7,g,5,fourteen,cluster1
4773,d,2,b,6,a,4,seven,cluster0
18281,c,1,g,6,b,8,thirteen,cluster1
17821,b,2,h,5,h,8,thirteen,cluster0
123,a,1,g,2,f,3,draw,cluster1
26405,b,1,f,4,e,7,fifteen,cluster1
3707,d,3,b,1,a,6,five,cluster0
12487,d,3,c,2,h,5,eleven,cluster0
23266,c,1,f,2,d,7,fourteen,cluster1
21738,b,1,e,1,c,3,fourteen,cluster1
7668,d,3,c,6,h,5,nine,cluster0
13394,b,1,e,1,h,3,twelve,cluster1
13967,c,1,d,8,a,5,twelve,cluster1
18333,c,1,h,5,c,5,thirteen,cluster1
2973,c,2,f,1,a,1,two,cluster0
24082,c,2,h,7,e,5,fourteen,cluster0
15072,c,3,h,1,g,5,twelve,cluster0
15056,c,3,g,5,e,5,twelve,cluster0
17317,b,1,e,7,g,2,thirteen,cluster1
20449,d,2,e,7,c,6,thirteen,cluster0
24884,d,1,f,8,b,8,fourteen,cluster1
13049,d,4,d,8,f,5,eleven,cluster0
3264,d,1,h,3,b,1,four,cluster1
15894,d,2,g,6,f,8,twelve,cluster0
9699,d,3,a,2,a,6,ten,cluster0
10712,b,2,d,1,g,2,eleven,cluster0
7445,d,2,b,5,g,4,nine,cluster0
16996,b,1,a,3,h,8,thirteen,cluster1
9688,d,2,h,7,e,8,ten,cluster0
12371,d,3,a,5,e,5,eleven,cluster0
3381,d,3,c,2,a,1,four,cluster0
1220,c,2,c,8,d,7,draw,cluster0
14662,c,2,g,3,b,6,twelve,cluster0
5094,d,4,d,8,h,1,seven,cluster0
25094,d,1,h,2,f,6,fourteen,cluster1
570,b,1,h,7,h,8,draw,cluster1
1817,d,1,e,6,d,5,draw,cluster1
26220,b,1,c,7,f,6,fifteen,cluster1
8280,d,4,h,2,h,7,nine,cluster0
990,c,1,f,3,g,4,draw,cluster1
12784,d,3,g,6,g,8,eleven,cluster0
12718,d,3,f,2,c,8,eleven,cluster0
11858,d,1,f,7,h,3,eleven,cluster1
9366,d,1,f,2,h,8,ten,cluster1
7624,d,3,c,1,b,7,nine,cluster0
16734,d,4,g,6,f,4,twelve,cluster0
4869,d,3,b,4,f,1,seven,cluster0
1390,c,2,g,4,g,5,draw,cluster0
19654,d,1,d,6,g,8,thirteen,cluster1
10135,d,4,c,5,f,4,ten,cluster0
21365,b,1,a,4,d,7,fourteen,cluster1
19226,c,3,a,4,e,4,thirteen,cluster0
10131,d,4,c,2,f,2,ten,cluster0
15288,d,1,d,7,g,2,twelve,cluster1
3249,d,1,e,3,b,2,four,cluster1
3323,d,2,f,5,b,1,four,cluster0
15747,d,2,e,2,g,2,twelve,cluster0
13210,a,1,d,8,c,2,twelve,cluster1
16530,d,3,g,3,f,7,twelve,cluster0
3648,d,2,g,1,a,2,five,cluster0
11417,c,3,b,1,h,4,eleven,cluster0
19300,c,3,c,7,f,4,thirteen,cluster0
16749,d,4,h,7,f,5,twelve,cluster0
22692,c,1,a,3,f,4,fourteen,cluster1
279,b,1,c,4,d,3,draw,cluster1
23298,c,1,f,5,b,6,fourteen,cluster1
1920,d,1,g,5,f,4,draw,cluster1
16245,d,3,c,2,f,4,twelve,cluster0
3562,d,1,h,7,a,1,five,cluster1
6317,d,4,c,4,c,1,eight,cluster0
17809,b,2,h,4,h,8,thirteen,cluster0
7981,d,4,b,3,d,2,nine,cluster0
23449,c,1,g,7,e,2,fourteen,cluster1
27500,d,1,e,6,c,4,fifteen,cluster1
25415,d,2,f,6,b,4,fourteen,cluster0
7998,d,4,b,4,h,6,nine,cluster0
16501,d,3,g,2,e,6,twelve,cluster0
2373,d,3,b,4,b,3,draw,cluster0
24183,d,1,a,3,c,6,fourteen,cluster1
20103,d,2,b,1,d,8,thirteen,cluster0
15611,d,2,b,7,h,6,twelve,cluster0
8208,d,4,e,8,e,2,nine,cluster0
24513,d,1,c,2,g,3,fourteen,cluster1
25009,d,1,g,7,a,7,fourteen,cluster1
13797,b,2,h,7,d,2,twelve,cluster0
14033,c,1,e,8,a,3,twelve,cluster1
9246,c,3,f,6,h,2,ten,cluster0
14575,c,2,e,8,f,4,twelve,cluster0
17374,b,1,f,4,g,6,thirteen,cluster1
10533,b,1,d,2,b,8,eleven,cluster1
21154,a,1,e,7,g,1,fourteen,cluster1
10383,a,1,f,3,f,1,eleven,cluster1
4901,d,3,d,4,e,1,seven,cluster0
29,a,1,d,3,d,2,draw,cluster1
19926,d,1,h,5,e,4,thirteen,cluster1
24328,d,1,b,1,b,3,fourteen,cluster1
12513,d,3,c,5,f,7,eleven,cluster0
24926,d,1,g,2,e,7,fourteen,cluster1
23789,c,2,c,3,f,3,fourteen,cluster0
24948,d,1,g,3,d,7,fourteen,cluster1
16877,a,1,f,2,h,7,thirteen,cluster1
16135,d,3,b,2,e,8,twelve,cluster0
11496,c,3,e,2,f,6,eleven,cluster0
9989,d,3,g,2,b,8,ten,cluster0
2913,c,1,d,7,a,1,two,cluster1
8674,b,2,g,6,h,3,ten,cluster0
25083,d,1,h,2,d,8,fourteen,cluster1
15883,d,2,g,5,e,4,twelve,cluster0
22164,b,1,h,7,g,3,fourteen,cluster1
9647,d,2,f,8,g,2,ten,cluster0
4329,d,3,d,7,a,2,six,cluster0
5877,d,2,c,8,g,2,eight,cluster0
21730,b,1,d,8,g,5,fourteen,cluster1
3479,d,1,c,3,a,1,five,cluster1
26696,b,2,b,7,e,3,fifteen,cluster0
17737,b,2,e,3,g,7,thirteen,cluster0
10975,c,1,f,2,g,6,eleven,cluster1
13286,b,1,a,5,g,4,twelve,cluster1
10254,d,4,g,6,g,2,ten,cluster0
9717,d,3,a,6,b,8,ten,cluster0
25371,d,2,d,1,d,5,fourteen,cluster0
24934,d,1,g,2,g,8,fourteen,cluster1
19194,c,2,h,7,g,5,thirteen,cluster0
14111,c,1,g,7,a,4,twelve,cluster1
11221,c,2,e,4,f,7,eleven,cluster0
27448,d,1,c,7,e,4,fifteen,cluster1
12838,d,3,h,4,g,6,eleven,cluster0
10022,d,3,h,1,f,2,ten,cluster0
10002,d,3,g,6,b,8,ten,cluster0
151,a,1,g,5,h,5,draw,cluster1
10321,a,1,b,1,g,1,eleven,cluster1
13311,b,1,b,7,f,2,twelve,cluster1
6408,d,4,e,6,f,1,eight,cluster0
19439,c,3,h,6,h,4,thirteen,cluster0
1327,c,2,f,3,g,4,draw,cluster0
15090,c,3,h,4,g,6,twelve,cluster0
25925,a,1,h,1,f,3,fifteen,cluster1
491,b,1,g,2,h,2,draw,cluster1
20293,d,2,c,3,d,5,thirteen,cluster0
12736,d,3,f,5,f,8,eleven,cluster0
18412,c,2,a,2,d,6,thirteen,cluster0
14711,c,2,h,2,c,8,twelve,cluster0
11471,c,3,d,3,h,8,eleven,cluster0
22190,b,2,a,1,f,3,fourteen,cluster0
5345,c,1,d,6,g,1,eight,cluster1
23063,c,1,d,2,d,7,fourteen,cluster1
16889,a,1,f,4,e,2,thirteen,cluster1
27649,d,1,g,7,e,5,fifteen,cluster1
18934,c,2,f,5,c,7,thirteen,cluster0
3449,c,2,d,2,h,1,five,cluster0
22217,b,2,a,4,g,4,fourteen,cluster0
2877,c,3,a,3,b,1,one,cluster0
20146,d,2,b,2,h,7,thirteen,cluster0
12853,d,3,h,5,e,5,eleven,cluster0
20171,d,2,b,4,b,6,thirteen,cluster0
18743,c,2,d,1,e,6,thirteen,cluster0
6610,a,1,a,3,h,2,nine,cluster1
25080,d,1,h,2,d,5,fourteen,cluster1
21006,a,1,b,5,g,5,fourteen,cluster1
2173,d,2,e,8,f,7,draw,cluster0
21571,b,1,c,1,d,7,fourteen,cluster1
7559,d,3,a,3,g,3,nine,cluster0
7464,d,2,c,5,a,6,nine,cluster0
15600,d,2,b,6,c,8,twelve,cluster0
13482,b,1,f,8,g,1,twelve,cluster1
7324,c,3,f,7,f,1,nine,cluster0
25638,a,1,b,8,d,2,fifteen,cluster1
25479,d,2,g,7,d,4,fourteen,cluster0
8711,c,1,a,7,g,8,ten,cluster1
4258,d,3,a,6,a,2,six,cluster0
16642,d,3,h,4,d,5,twelve,cluster0
27140,c,1,f,6,b,6,fifteen,cluster1
4898,d,3,d,1,a,2,seven,cluster0
14133,c,1,h,2,e,2,twelve,cluster1
1842,d,1,f,2,f,1,draw,cluster1
19425,c,3,h,3,g,5,thirteen,cluster0
14858,c,3,b,3,g,5,twelve,cluster0
13221,a,1,e,5,f,1,twelve,cluster1
17495,b,1,h,3,a,4,thirteen,cluster1
1090,c,1,h,2,a,1,draw,cluster1
1351,c,2,f,6,g,7,draw,cluster0
674,b,2,g,2,f,1,draw,cluster0
18357,c,1,h,6,e,8,thirteen,cluster1
23381,c,1,g,3,d,4,fourteen,cluster1
7033,c,2,c,3,a,3,nine,cluster0
17746,b,2,e,4,g,5,thirteen,cluster0
24521,d,1,c,3,c,7,fourteen,cluster1
8105,d,4,d,2,h,5,nine,cluster0
21480,b,1,b,2,g,7,fourteen,cluster1
17310,b,1,e,6,g,8,thirteen,cluster1
19544,d,1,b,5,g,8,thirteen,cluster1
16587,d,3,h,1,d,5,twelve,cluster0
19546,d,1,b,5,h,6,thirteen,cluster1
3115,d,3,b,7,d,1,two,cluster0
24900,d,1,g,1,d,3,fourteen,cluster1
17772,b,2,e,8,g,5,thirteen,cluster0
16110,d,3,b,1,e,5,twelve,cluster0
11539,c,3,e,8,f,4,eleven,cluster0
22114,b,1,h,4,f,6,fourteen,cluster1
14047,c,1,f,2,b,8,twelve,cluster1
8237,d,4,f,4,h,4,nine,cluster0
1124,c,2,a,1,a,2,draw,cluster0
5364,c,1,f,3,g,1,eight,cluster1
11139,c,2,d,1,b,5,eleven,cluster0
4474,d,4,g,2,d,2,six,cluster0
3802,d,3,f,4,a,2,five,cluster0
6761,b,2,a,1,h,1,nine,cluster0
14012,c,1,e,4,e,2,twelve,cluster1
1529,c,3,f,5,g,5,draw,cluster0
15686,d,2,d,5,b,4,twelve,cluster0
23391,c,1,g,3,f,8,fourteen,cluster1
18206,c,1,f,1,b,6,thirteen,cluster1
2793,d,4,h,7,h,8,draw,cluster0
18371,c,1,h,8,b,3,thirteen,cluster1
19199,c,2,h,8,c,6,thirteen,cluster0
17081,b,1,c,1,h,4,thirteen,cluster1
12198,d,2,e,8,h,7,eleven,cluster0
13464,b,1,f,4,e,2,twelve,cluster1
24161,d,1,a,2,d,7,fourteen,cluster1
4432,d,3,h,5,b,2,six,cluster0
5433,c,2,b,1,h,1,eight,cluster0
7600,d,3,b,6,f,3,nine,cluster0
17348,b,1,f,1,b,6,thirteen,cluster1
13913,c,1,d,3,b,4,twelve,cluster1
15334,d,1,e,3,g,4,twelve,cluster1
20462,d,2,e,8,e,4,thirteen,cluster0
11800,d,1,e,8,b,2,eleven,cluster1
12614,d,3,e,1,f,4,eleven,cluster0
27494,d,1,d,7,f,6,fifteen,cluster1
4950,d,3,e,8,b,3,seven,cluster0
13481,b,1,f,7,h,3,twelve,cluster1
13492,b,1,g,1,a,5,twelve,cluster1
4172,d,2,c,5,g,1,six,cluster0
17805,b,2,h,3,h,6,thirteen,cluster0
7645,d,3,c,3,a,7,nine,cluster0
26322,b,1,d,8,d,6,fifteen,cluster1
1453,c,2,h,7,g,8,draw,cluster0
26825,b,2,h,7,d,3,fifteen,cluster0
20480,d,2,f,1,f,6,thirteen,cluster0
6154,d,3,e,6,g,2,eight,cluster0
26295,b,1,d,4,f,5,fifteen,cluster1
6651,b,1,b,4,h,3,nine,cluster1
25580,a,1,b,1,f,3,fifteen,cluster1
9572,d,2,e,8,h,8,ten,cluster0
3122,d,3,d,4,d,1,two,cluster0
7306,c,3,e,7,g,1,nine,cluster0
5017,d,3,g,7,h,4,seven,cluster0
21643,b,1,c,6,e,7,fourteen,cluster1
11652,d,1,a,8,a,2,eleven,cluster1
24120,d,1,a,1,c,4,fourteen,cluster1
4981,d,3,f,8,g,1,seven,cluster0
4607,c,2,b,2,a,6,seven,cluster0
19983,d,2,a,2,c,7,thirteen,cluster0
10087,d,4,a,7,g,3,ten,cluster0
2296,d,2,h,4,g,3,draw,cluster0
18895,c,2,f,2,c,8,thirteen,cluster0
3266,d,2,a,3,a,1,four,cluster0
373,b,1,e,2,e,3,draw,cluster1
14200,c,2,a,3,e,8,twelve,cluster0
20180,d,2,b,4,e,4,thirteen,cluster0
16588,d,3,h,1,d,6,twelve,cluster0
17320,b,1,e,7,h,3,thirteen,cluster1
65,a,1,e,4,f,3,draw,cluster1
12406,d,3,b,1,g,7,eleven,cluster0
16281,d,3,c,5,e,6,twelve,cluster0
17336,b,1,e,8,g,5,thirteen,cluster1
22697,c,1,a,3,g,4,fourteen,cluster1
19451,c,3,h,8,f,6,thirteen,cluster0
21897,b,1,f,4,e,8,fourteen,cluster1
19706,d,1,e,2,d,5,thirteen,cluster1
5206,b,1,b,5,a,3,eight,cluster1
5713,d,1,b,2,h,2,eight,cluster1
24395,d,1,b,3,f,8,fourteen,cluster1
11683,d,1,c,2,b,2,eleven,cluster1
779,c,1,a,7,b,7,draw,cluster1
21150,a,1,e,6,h,3,fourteen,cluster1
4423,d,3,h,1,b,1,six,cluster0
5358,c,1,e,5,h,1,eight,cluster1
12899,d,4,a,2,f,3,eleven,cluster0
13259,a,1,g,5,d,1,twelve,cluster1
7175,c,2,g,3,h,5,nine,cluster0
5198,b,1,b,3,d,2,eight,cluster1
27565,d,1,f,7,c,5,fifteen,cluster1
20845,d,2,h,8,c,4,thirteen,cluster0
20728,d,2,h,1,f,5,thirteen,cluster0
1946,d,1,g,8,g,7,draw,cluster1
18452,c,2,a,4,c,6,thirteen,cluster0
24814,d,1,f,3,c,7,fourteen,cluster1
265,b,1,b,8,b,7,draw,cluster1
9692,d,3,a,1,a,5,ten,cluster0
947,c,1,e,5,f,6,draw,cluster1
10055,d,3,h,8,a,4,ten,cluster0
8726,c,1,c,2,a,5,ten,cluster1
10317,a,1,a,8,f,1,eleven,cluster1
17304,b,1,e,6,b,7,thirteen,cluster1
10501,b,1,c,5,h,2,eleven,cluster1
9813,d,3,e,1,c,7,ten,cluster0
8259,d,4,f,8,g,4,nine,cluster0
5116,d,4,f,4,h,1,seven,cluster0
10801,b,2,h,4,d,2,eleven,cluster0
6343,d,4,c,8,h,2,eight,cluster0
5989,d,3,b,2,g,2,eight,cluster0
18350,c,1,h,5,f,4,thirteen,cluster1
7809,d,3,f,4,a,7,nine,cluster0
25798,a,1,e,5,c,2,fifteen,cluster1
1825,d,1,e,7,d,6,draw,cluster1
19358,c,3,f,1,f,6,thirteen,cluster0
22057,b,1,h,1,g,3,fourteen,cluster1
760,c,1,a,3,b,4,draw,cluster1
21243,a,1,h,3,h,7,fourteen,cluster1
20919,d,3,f,7,d,7,thirteen,cluster0
7405,d,1,f,4,g,7,nine,cluster1
4408,d,3,g,5,b,4,six,cluster0
26560,b,1,g,8,c,4,fifteen,cluster1
16777,a,1,b,2,g,2,thirteen,cluster1
23255,c,1,f,1,d,7,fourteen,cluster1
2887,c,3,e,7,d,1,one,cluster0
8905,c,2,c,7,f,2,ten,cluster0
21058,a,1,c,7,h,3,fourteen,cluster1
28001,b,1,f,2,d,2,sixteen,cluster1
27480,d,1,d,6,d,3,fifteen,cluster1
5719,d,1,b,5,h,2,eight,cluster1
6435,d,4,f,1,d,2,eight,cluster0
15976,d,2,h,8,a,8,twelve,cluster0
13895,c,1,d,1,g,2,twelve,cluster1
22473,b,2,f,1,e,5,fourteen,cluster0
8348,a,1,c,8,h,1,ten,cluster1
6635,b,1,a,4,h,3,nine,cluster1
1064,c,1,g,5,h,5,draw,cluster1
14280,c,2,b,4,g,8,twelve,cluster0
22257,b,2,b,1,f,6,fourteen,cluster0
66,a,1,e,4,f,4,draw,cluster1
26204,b,1,c,6,g,5,fifteen,cluster1
10947,c,1,e,7,g,8,eleven,cluster1
9442,d,2,c,1,a,2,ten,cluster0
22830,c,1,b,1,d,7,fourteen,cluster1
22465,b,2,e,8,e,2,fourteen,cluster0
12080,d,2,d,7,b,7,eleven,cluster0
25908,a,1,g,5,f,3,fifteen,cluster1
26459,b,1,f,8,f,3,fifteen,cluster1
15038,c,3,e,8,g,6,twelve,cluster0
26844,c,1,b,1,d,5,fifteen,cluster1
20169,d,2,b,3,g,6,thirteen,cluster0
17475,b,1,h,1,d,2,thirteen,cluster1
27171,c,1,f,7,e,5,fifteen,cluster1
27732,a,1,c,6,f,4,sixteen,cluster1
10352,a,1,c,6,f,1,eleven,cluster1
9194,c,3,d,6,g,2,ten,cluster0
492,b,1,g,2,h,3,draw,cluster1
5388,c,1,g,8,h,3,eight,cluster1
19023,c,2,g,4,e,6,thirteen,cluster0
19945,d,1,h,8,a,7,thirteen,cluster1
7085,c,2,d,3,a,8,nine,cluster0
14018,c,1,e,5,g,8,twelve,cluster1
7983,d,4,b,3,f,1,nine,cluster0
8980,c,2,e,7,a,3,ten,cluster0
14954,c,3,d,3,g,6,twelve,cluster0
5561,c,2,g,6,h,2,eight,cluster0
15156,d,1,a,6,e,8,twelve,cluster1
22470,b,2,f,1,d,4,fourteen,cluster0
23238,c,1,e,8,c,5,fourteen,cluster1
13924,c,1,d,4,c,6,twelve,cluster1
8350,a,1,d,3,c,1,ten,cluster1
20490,d,2,f,2,c,7,thirteen,cluster0
16574,d,3,g,8,e,5,twelve,cluster0
4891,d,3,c,5,a,7,seven,cluster0
9162,c,3,c,5,h,3,ten,cluster0
15491,d,1,h,7,a,3,twelve,cluster1
1781,d,1,d,6,e,7,draw,cluster1
21469,b,1,b,2,c,6,fourteen,cluster1
9030,c,2,g,5,a,8,ten,cluster0
1808,d,1,e,4,f,5,draw,cluster1
23538,c,1,h,2,g,8,fourteen,cluster1
2994,c,2,h,1,a,2,two,cluster0
26188,b,1,c,4,d,6,fifteen,cluster1
19969,d,2,a,1,f,6,thirteen,cluster0
18232,c,1,f,6,d,7,thirteen,cluster1
1069,c,1,g,6,g,5,draw,cluster1
5554,c,2,g,3,h,7,eight,cluster0
9147,c,3,b,8,f,2,ten,cluster0
9209,c,3,e,5,g,5,ten,cluster0
24659,d,1,d,7,g,7,fourteen,cluster1
16410,d,3,f,2,f,5,twelve,cluster0
18049,c,1,d,6,a,4,thirteen,cluster1
6370,d,4,e,1,h,1,eight,cluster0
26894,c,1,b,7,c,4,fifteen,cluster1
9306,d,1,b,5,g,2,ten,cluster1
12629,d,3,e,2,d,6,eleven,cluster0
20275,d,2,c,2,f,6,thirteen,cluster0
4284,d,3,b,7,a,3,six,cluster0
2029,d,2,b,3,a,2,draw,cluster0
14900,c,3,c,1,g,6,twelve,cluster0
25173,d,1,h,6,c,5,fourteen,cluster1
5139,d,4,g,2,h,5,seven,cluster0
8698,c,1,a,2,a,8,ten,cluster1
1904,d,1,g,3,f,2,draw,cluster1
10887,c,1,d,3,a,7,eleven,cluster1
12381,d,3,a,5,g,7,eleven,cluster0
1240,c,2,d,6,d,7,draw,cluster0
6916,c,1,b,6,f,1,nine,cluster1
6374,d,4,e,3,b,1,eight,cluster0
15612,d,2,b,7,h,7,twelve,cluster0
27130,c,1,f,3,e,6,fifteen,cluster1
4162,d,2,c,3,f,1,six,cluster0
26892,c,1,b,7,b,5,fifteen,cluster1
1935,d,1,g,6,h,7,draw,cluster1
17676,b,2,d,3,h,3,thirteen,cluster0
20963,a,1,a,5,f,3,fourteen,cluster1
14929,c,3,c,8,e,3,twelve,cluster0
13940,c,1,d,5,h,7,twelve,cluster1
10723,b,2,d,6,d,1,eleven,cluster0
16263,d,3,c,3,g,7,twelve,cluster0
5199,b,1,b,3,f,1,eight,cluster1
1632,d,1,a,3,b,3,draw,cluster1
11532,c,3,e,7,h,3,eleven,cluster0
3944,c,2,b,6,a,2,six,cluster0
2442,d,3,d,6,c,6,draw,cluster0
21790,b,1,e,5,c,8,fourteen,cluster1
6541,d,4,g,6,f,1,eight,cluster0
9000,c,2,f,5,a,8,ten,cluster0
3585,d,2,c,4,a,3,five,cluster0
4671,c,2,g,6,h,1,seven,cluster0
642,b,2,f,3,e,4,draw,cluster0
24618,d,1,d,3,e,5,fourteen,cluster1
8665,b,2,g,4,d,1,ten,cluster0
17360,b,1,f,3,a,3,thirteen,cluster1
26037,b,1,b,2,d,4,fifteen,cluster1
14708,c,2,h,2,b,4,twelve,cluster0
9932,d,3,f,2,g,4,ten,cluster0
6146,d,3,e,5,f,2,eight,cluster0
13000,d,4,c,4,f,4,eleven,cluster0
27986,b,1,d,6,f,3,sixteen,cluster1
10425,a,1,h,4,d,1,eleven,cluster1
16088,d,3,a,8,d,6,twelve,cluster0
3870,d,3,h,8,c,1,five,cluster0
15130,d,1,a,2,h,3,twelve,cluster1
10758,b,2,f,1,g,5,eleven,cluster0
7066,c,2,c,8,a,7,nine,cluster0
4309,d,3,c,6,a,2,six,cluster0
11535,c,3,e,7,h,6,eleven,cluster0
4924,d,3,e,2,a,3,seven,cluster0
4919,d,3,d,8,b,3,seven,cluster0
4506,b,1,b,2,a,6,seven,cluster1
4677,c,3,a,3,g,1,seven,cluster0
