@relation 'krkopt_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1_clustered-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0'

@attribute Instance_number numeric
@attribute -0.672whitekingfile=d-0.486whitekingrank+0.346whitekingfile=b+0.305whitekingfile=c+0.225whitekingfile=a... numeric
@attribute '-0.733whitekingfile=c+0.488whitekingfile=b+0.26 whitekingfile=a-0.188whitekingrank+0.187blackkingfile=d...' numeric
@attribute -0.491blackkingrank+0.383whitekingfile=a-0.318blackkingfile=b+0.287blackkingfile=g+0.275blackkingfile=f... numeric
@attribute 0.788blackkingfile=h-0.37blackkingfile=g-0.336blackkingfile=f-0.249whiterookfile=h+0.128whiterookfile=g... numeric
@attribute 0.658blackkingfile=g-0.644blackkingfile=f-0.264whiterookfile=g+0.259whiterookfile=f+0.071blackkingrank... numeric
@attribute 0.405whiterookfile=e+0.396blackkingfile=c-0.341blackkingfile=e-0.322whiterookfile=a-0.31whiterookfile=c... numeric
@attribute 0.593whiterookfile=e-0.378blackkingfile=e+0.271whiterookfile=a-0.269whiterookfile=h-0.266whiterookfile=g... numeric
@attribute -0.683whiterookfile=a+0.476whiterookfile=c+0.377blackkingfile=a-0.259blackkingfile=c-0.17whiterookfile=h... numeric
@attribute '-0.717whiterookfile=b+0.341whiterookfile=f+0.334whiterookfile=g+0.277whiterookfile=h+0.24 whiterookfile=e...' numeric
@attribute -0.574whiterookfile=d-0.539whiterookfile=h+0.368whiterookfile=f+0.248whiterookfile=g+0.199whiterookfile=a... numeric
@attribute -0.563whiterookfile=d+0.511whiterookfile=h-0.463whiterookfile=g+0.243whiterookfile=c+0.179blackkingfile=h... numeric
@attribute -0.649whiterookfile=f+0.543whiterookfile=g-0.275whiterookfile=d-0.265blackkingfile=f+0.229whiterookfile=c... numeric
@attribute -0.612whiterookfile=c-0.421blackkingfile=c+0.328whiterookfile=b-0.302whitekingfile=a+0.288whitekingfile=b... numeric
@attribute -0.709blackkingfile=e-0.493whiterookfile=e+0.212blackkingfile=f+0.168blackkingfile=a+0.167whiterookfile=f... numeric
@attribute '0.626blackkingfile=a-0.532blackkingfile=b+0.332whiterookfile=a-0.268whiterookfile=b+0.17 whitekingfile=a...' numeric
@attribute -0.808blackkingfile=d+0.294blackkingfile=c+0.265whitekingfile=b-0.258whiterookfile=d-0.154whitekingfile=a... numeric
@attribute 0.593blackkingfile=b+0.401whitekingfile=a+0.322blackkingfile=a-0.319blackkingfile=c-0.288whitekingrank... numeric
@attribute '0.969whiterookrank-0.141blackkingrank+0.12 blackkingfile=c-0.076whiterookfile=d-0.061whitekingfile=a...' numeric
@attribute '0.74 blackkingrank-0.395blackkingfile=c+0.225blackkingfile=f-0.209blackkingfile=b+0.194whiterookrank...' numeric
@attribute optimalwindepth {draw,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
1821,-0.358609,0.282613,-0.856837,-0.06492,-0.02718,0.464101,0.475253,0.365005,0.544689,0.286805,0.131472,-0.040909,-0.181757,-3.66209,0.675266,0.11143,-0.495673,0.516051,1.854341,draw,cluster1
11007,1.262416,-1.224697,0.882036,-0.763935,2.501547,-0.286703,-0.364862,0.303495,1.024964,1.29422,-0.29698,-1.28388,-0.063429,1.081673,-0.527826,0.178624,0.160389,1.230645,0.224643,eleven,cluster3
2257,-1.285637,0.458158,0.709802,-0.662164,0.963639,0.140348,-0.611534,-0.121873,1.005359,0.860956,-1.929796,2.187539,0.389682,0.636145,-0.223256,0.352562,-0.128747,0.2585,0.521826,draw,cluster3
12355,-1.841426,0.188627,0.745457,-1.004949,1.765058,-1.039045,1.060508,-2.162459,-0.523159,0.743332,-0.174347,0.711602,0.003215,0.489294,0.81925,0.205215,-0.064508,-0.348794,0.605931,eleven,cluster2
15106,0.21661,-1.624896,1.441378,-1.815035,1.728599,0.131353,-0.307494,-0.466868,0.938519,-1.366594,1.202899,1.069882,0.74006,0.799227,-0.60011,0.067537,-0.447366,1.213653,-0.219543,twelve,cluster3
840,1.436861,-0.475293,-0.703021,-0.133943,-0.069555,-0.427312,0.149568,1.465218,-0.656914,0.656591,1.327177,0.974887,-1.870419,0.99557,-0.173591,-2.768391,-0.866252,-0.236178,-0.549977,draw,cluster1
9120,0.417987,-1.175513,0.605209,-0.159663,-0.081666,0.888427,-0.599344,0.303888,-2.152955,1.296448,0.818265,0.243018,1.362707,0.255544,-0.875211,-2.851488,-0.836485,0.461558,-1.805685,ten,cluster1
18146,0.791517,-1.44008,-1.111055,-0.047355,0.024455,0.761827,2.156741,0.274269,1.069143,0.225442,0.184388,0.049201,-0.442501,-1.797869,-1.79568,-0.37976,2.099529,0.033635,-0.845404,thirteen,cluster0
3890,-2.314747,0.179195,1.779486,2.296967,-0.880664,-0.462092,-0.653768,-0.067084,1.151366,0.381093,-0.863062,1.732791,0.953632,0.352626,-0.114879,0.103284,-0.516606,0.568059,-1.074281,five,cluster3
23072,1.356878,-1.446892,0.392307,-0.890868,1.846783,-0.298243,0.875062,0.193465,-0.228178,-1.54589,-2.108598,-0.155615,0.076801,0.689812,-0.281714,-0.577274,-0.282713,-1.447318,0.736248,fourteen,cluster3
4611,0.46364,-2.439178,-1.357746,0.051936,0.063224,1.128339,-0.540229,1.330525,-2.243377,0.603097,0.361188,0.103327,1.555622,0.586444,0.8239,0.631652,0.871868,-0.994881,0.541531,seven,cluster2
22759,1.22386,-1.362892,0.231837,-0.96992,1.800587,-0.85066,1.300824,-2.10565,-0.619476,0.732044,-0.095971,0.798847,-0.323374,0.898084,0.516162,0.151476,0.42619,0.446186,1.12708,fourteen,cluster2
23112,1.372073,-1.426534,0.30751,2.156251,0.074482,-0.571809,0.80251,0.259506,-0.401757,-2.256903,-1.197227,-0.639539,0.261815,0.583467,-0.163408,-0.677932,-0.122086,0.322734,0.84644,fourteen,cluster3
18193,1.232559,-1.268632,0.746841,-0.907775,-1.739581,1.429218,2.288986,0.540614,0.6509,0.567868,0.283553,-0.653156,-0.268811,-0.692809,-0.333673,0.117786,0.01084,1.572572,0.825843,thirteen,cluster3
8074,-2.381467,0.36037,1.459695,1.940146,-0.095369,-1.472583,0.270968,1.44354,-0.488775,-0.439899,1.237392,0.826084,-1.287161,0.410091,-0.153409,0.138726,-0.843899,0.631303,-0.438248,nine,cluster2
15284,-0.846778,-0.157834,-1.218634,-0.214236,-0.103051,-0.244523,0.124712,1.5388,-0.667753,-1.834787,-1.759478,-0.869434,0.792466,0.495843,2.500061,-0.340797,1.20415,0.668766,0.500948,twelve,cluster0
14186,0.701699,-1.460758,1.121965,-1.059982,1.735516,-1.013165,1.298174,-2.118625,-0.31532,0.961634,0.027651,0.804886,-0.057846,0.734389,0.569357,0.072772,0.163691,-1.463961,-0.474649,twelve,cluster2
23252,0.801235,-1.496755,-1.437161,0.287756,0.786132,-0.56668,-0.388846,-0.070267,1.465742,1.016535,0.090854,-1.90773,-0.603342,0.194019,-2.192294,-0.193826,2.037885,-1.347495,-0.769477,fourteen,cluster0
10411,1.50754,1.415381,2.228676,2.678314,-0.640474,1.158533,-1.425157,-0.312901,0.954389,0.084932,-1.167749,1.6286,-0.636149,0.321606,0.497903,-0.23308,1.923086,0.569208,0.497903,eleven,cluster4
23934,0.973912,-0.966525,-0.76959,0.2978,0.781347,0.115253,-0.69594,0.248809,0.845878,1.681825,0.693925,-1.64215,0.013047,1.182401,-0.358311,-2.824381,-0.927535,1.263062,-0.018998,fourteen,cluster4
9705,-2.296368,-0.114924,-1.767704,0.048373,0.050563,-1.397285,1.041645,-2.481902,-0.292592,0.319767,0.149914,0.09024,-0.59877,-0.326887,-0.87004,-0.20681,1.879093,-0.866492,0.365823,ten,cluster0
23858,1.07875,-1.114599,-0.817756,0.060974,0.057057,-0.022004,0.508984,0.211348,-0.404729,-1.122715,-1.111351,-0.530637,0.235749,0.726065,-0.011401,-3.656977,-1.231755,-0.865034,-0.080566,fourteen,cluster4
26508,1.911679,1.2825,-0.705615,-0.000394,-1.033542,-1.350297,-1.578994,-0.005613,1.021953,0.856082,-1.351989,1.569895,0.951925,-1.666366,0.073143,0.900678,-0.815635,-0.113641,-0.010641,fifteen,cluster4
3396,-1.57896,0.912183,0.222967,-0.135839,-0.047686,1.42432,1.552613,0.525016,0.722651,1.052482,0.738594,0.193,0.488484,-1.304942,0.482061,-2.892516,-1.054943,-0.173644,-1.509609,four,cluster1
24146,-0.807515,0.517415,-0.22481,-0.899205,1.848446,-0.580591,1.029568,-2.238472,-0.556554,0.704644,-0.244171,0.68208,-0.306072,0.580725,0.844701,0.421748,0.368585,-1.797971,1.388245,fourteen,cluster2
15693,-0.940154,0.737252,-1.453741,0.104239,0.087378,0.092827,0.236097,0.182265,-0.665988,-1.365867,-1.356072,-0.648128,0.179614,0.501582,0.306265,-3.468784,-1.149322,0.225093,1.18957,twelve,cluster1
11233,0.504288,-2.159694,-0.851529,-0.08546,-0.007875,1.319764,1.852486,1.724097,0.647822,0.468681,0.458024,0.155466,0.754146,-0.735426,1.944129,0.271991,0.800607,0.314715,-0.166704,eleven,cluster0
1463,-0.033615,-2.386778,0.425259,-0.277297,-0.153203,0.663086,-0.617381,1.495635,-2.010129,0.857247,0.475527,0.073722,1.978517,0.308068,1.08799,0.371217,0.936421,-0.956064,-2.036571,draw,cluster2
22166,1.491534,1.589072,-0.025376,1.160706,-0.06905,-0.251165,-0.16102,-0.315205,0.742615,-2.1334,1.950439,0.452683,1.50001,0.692761,-0.445374,1.075103,-0.215039,1.217266,-0.064277,fourteen,cluster3
25262,-1.324896,0.400146,0.679711,-0.975743,-1.808672,-0.661007,1.084423,-2.170981,-0.493257,0.871513,0.295915,-0.662334,-0.350813,0.6199,0.828784,0.292266,0.206287,-1.225157,0.485375,fourteen,cluster2
5764,-0.758692,0.709438,0.544866,2.400637,-0.790345,0.162732,-0.717677,-0.14482,1.10254,0.340845,-0.964629,1.680132,0.530938,0.457537,-0.026304,0.389734,0.202474,-1.330772,-0.187396,eight,cluster3
582,1.503439,1.005115,-0.058176,-0.393407,-0.267758,-2.154306,-0.372216,0.358433,-0.18871,-1.550487,-1.62479,-0.879397,1.040528,-2.071696,0.42787,-0.080453,-1.272128,-1.215344,-0.720569,draw,cluster4
4023,-0.817778,1.019509,1.197873,-1.232781,1.622049,-0.851284,0.20736,1.461374,-0.39694,0.278715,0.226154,1.222776,-1.733713,0.499532,0.023105,0.358271,0.016961,-1.51323,-0.722915,six,cluster2
12965,-2.380993,-0.087377,1.678503,-0.963326,-1.812153,0.707294,-0.36245,0.192573,-2.105753,0.780131,0.155086,-0.793995,1.098264,0.106514,-1.065068,0.353306,-0.498584,0.530146,0.006105,eleven,cluster2
17538,1.268776,0.753078,-2.429312,-0.931431,-0.073561,0.234516,-0.458059,0.846257,0.482071,-1.744014,1.539329,0.39195,1.77352,1.10165,1.577865,1.400396,0.702868,1.308624,0.878612,thirteen,cluster1
17974,1.195536,-0.960397,1.198096,-1.121918,-1.911415,-0.759598,0.584626,1.503253,-0.475318,0.347565,0.850372,0.012265,-2.121027,1.04143,-0.503244,0.198927,-0.111982,0.116338,-0.221967,thirteen,cluster2
23240,1.22322,-1.557232,-1.549718,0.397559,0.325866,2.776755,1.521307,-0.429252,0.169519,-0.155281,-0.369794,-0.221812,-1.764385,-1.119708,0.160594,0.918036,-1.128914,1.943047,-0.223447,fourteen,cluster4
8474,1.204874,1.002579,-2.352247,-0.24606,-0.13447,-1.149526,0.447618,2.793676,-0.870258,-0.109896,0.770247,0.733546,-0.612556,1.185501,1.592771,1.403153,0.432181,0.688098,0.722199,ten,cluster2
11344,0.536073,-2.10068,-0.492791,0.108949,-0.932399,0.113205,-0.755113,1.202383,0.931271,0.894061,-1.147846,1.737922,1.03752,1.048625,1.740192,0.309379,1.014064,0.793051,-0.767455,eleven,cluster0
14399,0.849924,-1.593459,0.780454,2.127613,0.04817,-0.73689,0.823606,0.25633,-0.290085,-2.179333,-1.134859,-0.622101,0.425929,0.519916,-0.187759,-0.750778,-0.400244,-0.014213,0.242817,twelve,cluster3
6013,-1.875441,-0.066669,0.332185,-0.734291,-1.659098,1.07249,-0.318047,0.083558,-2.298476,0.584841,0.058071,-0.780071,0.761629,0.313281,-1.233011,0.551211,-0.4489,0.616583,1.926047,eight,cluster2
21651,1.681365,2.467698,-0.653645,-0.459733,-0.272428,-1.223069,0.355532,1.765316,-0.795267,0.581896,1.195582,0.850101,-0.918878,0.868079,-0.043216,-2.01007,-0.990185,1.694883,-1.520446,fourteen,cluster4
7562,-2.051079,-0.558963,-1.330968,-0.101697,-0.04436,-0.798695,0.66942,-0.961227,-0.726808,0.597017,0.39815,0.156617,0.566941,0.68456,3.03369,0.43816,1.00504,-0.485199,0.57592,nine,cluster2
18809,1.089137,-1.109538,-0.793378,0.012506,0.026291,-0.150296,0.497731,0.293714,-0.594678,-1.239166,-1.166263,-0.53599,0.216807,0.761734,0.011849,-3.727817,-1.108532,1.258035,0.344366,thirteen,cluster1
26610,1.040071,1.412392,-1.575491,-1.043182,-0.144141,-0.561613,-0.17508,-0.572025,1.189821,-1.751523,1.386993,0.282813,0.881743,-0.153157,-2.056026,0.624508,1.821053,-0.395361,-1.64591,fifteen,cluster0
493,1.475627,1.613587,0.451167,-0.791922,-2.710389,-0.166428,-0.041018,0.070121,1.115106,1.063163,-1.370074,0.83874,0.874597,0.999825,-0.597956,1.148969,-0.317438,-0.452049,-0.608001,draw,cluster3
4850,-1.264979,0.586887,1.290612,1.150427,-0.083968,0.14414,-0.733398,-0.451228,0.873219,-2.018276,1.960313,0.422533,0.95836,0.28159,0.05408,0.213275,0.112999,0.477775,-0.730854,seven,cluster3
17509,1.459321,1.220107,-2.460592,-0.478682,0.232948,1.604689,-0.773263,-1.364588,0.325652,-2.144526,0.837453,0.029622,-0.518824,0.582344,-0.205199,2.01317,-1.570916,0.539569,-0.535766,thirteen,cluster1
8290,-1.887796,-0.119836,1.169157,-1.129529,-0.267184,-0.96292,-2.094621,-0.551837,1.012111,-1.375346,1.630193,0.324175,0.876209,-2.216757,0.479759,-0.102494,-1.05123,0.005973,-0.922046,nine,cluster3
27457,-0.82191,0.879366,0.353754,-1.090546,1.711874,-0.805119,0.259355,1.448023,-0.705929,0.021254,0.125613,1.247714,-1.928964,0.685552,-0.141288,0.398322,-0.063645,0.783945,1.103323,fifteen,cluster2
24028,0.969002,-1.036644,-1.191091,0.436674,-0.727965,0.564319,-0.669326,-0.118029,0.745385,1.238832,-0.828773,1.93965,0.252977,1.132183,-0.419953,-2.774099,-1.01196,1.535551,0.694764,fourteen,cluster4
14919,0.142332,-1.449516,1.076881,-1.019771,1.737215,-1.126973,0.633182,1.407982,-0.416345,0.231954,0.427477,1.42823,-1.728487,0.947551,-0.686,0.146992,-0.856935,0.043259,0.197218,twelve,cluster2
25462,-1.296447,0.250706,-0.961216,0.593639,-0.602643,1.650814,-1.350576,-1.07539,0.685815,0.372988,-2.041852,1.254544,-1.252675,0.240496,0.304268,1.135753,-1.218746,-0.521706,-1.580722,fourteen,cluster1
19003,0.706914,-1.60093,0.244084,-0.392941,-2.469535,0.486042,-0.188014,-0.23493,1.114395,1.010687,-1.257007,0.999132,-0.061162,1.206847,-0.873653,0.340756,-0.519795,-0.78487,1.171015,thirteen,cluster3
27530,-0.520794,1.225912,-0.830684,0.206449,0.734927,0.375946,-1.051542,0.214881,0.916167,1.717865,0.528986,-1.806646,0.042545,0.778242,0.182223,-2.592154,-0.503153,-0.818254,-0.555515,fifteen,cluster4
11633,0.21934,-1.610612,1.327327,1.290246,-0.006783,0.011739,-0.366543,-0.499667,0.992878,-1.937866,2.180164,0.592381,0.947804,0.650078,-0.509705,0.051888,-0.434606,0.436022,-0.619269,eleven,cluster3
960,1.656158,-1.674852,-0.856379,0.003338,0.012945,0.396723,0.788261,0.375838,0.593201,0.348506,0.306279,0.095821,-0.270167,-3.301659,0.231979,-0.03964,-0.650884,0.936499,1.91139,draw,cluster3
20913,-1.816776,0.229249,0.948983,-0.636774,-1.031892,-0.16465,-0.503669,0.188691,1.029846,1.300378,0.078697,-2.700544,-0.114428,0.911691,-0.413248,0.314955,-0.467568,0.670303,0.635579,thirteen,cluster3
23688,0.699211,-1.73322,-0.946734,0.218471,0.183381,0.392091,0.573876,-2.996451,-0.979307,0.228485,-0.189588,-0.120992,-1.816771,0.46742,1.037936,0.805147,-0.843388,1.027489,-1.239146,fourteen,cluster2
5483,0.21576,-1.514046,-1.477414,-0.028315,-0.008188,-1.394531,0.562724,1.131337,-0.218936,-0.187031,0.717675,0.77482,-2.404538,0.116179,-2.259442,-0.240549,1.454416,-0.436853,-0.182412,eight,cluster2
3809,-2.239139,0.1705,-0.239255,0.044267,0.618627,-1.059102,-0.691791,0.055908,1.394908,0.976373,-0.02743,-2.024919,-0.170092,-0.27938,-1.717085,-0.318889,1.86641,0.593089,-1.767947,five,cluster0
16318,-1.70633,0.10564,0.910803,-0.935592,1.805101,-0.512287,0.632495,0.15313,-0.16985,-1.557892,-2.197956,-0.243931,0.399601,0.288156,0.026024,-0.537703,-0.748766,-1.817685,0.300085,twelve,cluster3
23445,0.81501,-1.488704,-1.397596,0.277964,-0.817318,-0.345963,-0.406235,-0.298642,1.215826,0.515952,-1.469432,1.653037,-0.296094,0.107863,-2.134538,-0.276914,2.19092,1.173317,-0.288942,fourteen,cluster0
9582,-1.284223,0.504994,0.794033,2.364035,0.775408,-0.352647,-0.678572,0.167644,1.177938,0.726537,0.572488,-1.862851,0.318155,0.565884,-0.123933,0.332065,-0.113325,-1.278861,-0.347569,ten,cluster3
3647,-1.712835,0.33945,-0.702448,0.053518,0.632632,-0.945337,-0.717389,0.092032,1.207256,0.852223,-0.111763,-2.044498,-0.341783,-0.201562,-1.683433,-0.274379,2.193857,1.779263,-0.994351,five,cluster0
6135,-1.687026,0.196911,1.585102,-1.082059,-1.888158,-0.605942,0.638626,0.334213,-0.387911,-1.555612,-1.766488,-1.618975,0.214934,0.390746,0.105782,-0.696444,-0.452565,1.277772,0.096691,eight,cluster3
18938,0.961459,-1.041658,-1.216028,0.417386,0.857025,0.266627,-0.658689,0.159767,0.881332,1.669545,0.698566,-1.624329,-0.065636,1.239741,-0.463758,-2.733515,-1.091062,0.28858,0.469188,thirteen,cluster1
11093,0.718971,-1.439388,1.042044,1.977444,-0.042938,-1.312389,1.22337,-2.03611,-0.526889,0.227332,0.928039,0.319892,0.12338,0.635178,0.692313,-0.042053,0.348963,0.730705,-0.27947,eleven,cluster2
2909,1.178347,-1.93759,-0.150838,-0.348005,-0.19059,-0.433753,0.3671,1.607505,-0.32798,-1.509486,-1.486451,-0.766554,0.93865,0.641583,2.273891,-0.57735,1.211309,-0.72072,-1.512335,two,cluster0
11989,-1.322125,0.288259,0.643176,2.108158,0.047911,0.630485,-0.539203,0.217448,-2.337798,-0.06988,0.503291,0.035518,1.257743,-0.061331,-0.819648,0.420783,0.167448,1.340356,0.794658,eleven,cluster2
14269,0.676023,-1.677305,0.604628,2.253966,0.137261,0.768374,-0.208189,0.096494,-1.985368,0.178141,0.765957,0.180812,1.19964,0.242029,-1.300136,0.383057,-0.18492,-1.636107,0.171815,twelve,cluster2
14554,0.713946,-1.446634,1.016304,-0.958,1.820923,1.078126,2.255447,0.527764,0.75523,0.538987,-0.145099,0.716151,0.139713,-0.880621,-0.309085,0.041974,-0.27677,1.23772,0.362359,twelve,cluster3
15125,-1.002642,-0.119499,-1.641329,-0.155945,-0.062183,-0.515985,0.587105,-0.936624,-0.737406,0.623328,0.343328,0.102503,0.383257,0.675714,3.208012,0.546731,1.634133,-1.321881,0.455982,twelve,cluster0
26840,1.19293,-1.659007,-0.988596,0.332927,0.269301,2.463479,-0.942029,-0.764952,-2.430418,0.242736,-0.368409,-0.3078,-0.728315,-0.012529,-0.742519,1.192213,-0.895284,-1.176481,-1.585543,fifteen,cluster4
15123,-0.994344,-0.046391,-1.204643,-0.256143,-0.125555,-0.616043,0.554355,-0.880528,-0.696881,0.682188,0.360652,0.086822,0.469517,0.604105,3.304159,0.484201,1.74837,-1.196627,-0.202178,twelve,cluster0
11182,0.862377,-1.518326,1.226893,2.008027,-0.027508,-0.888264,0.786355,0.345372,-0.325539,-2.167053,-1.1395,-0.639923,0.504613,0.462576,-0.082312,-0.841644,-0.236717,0.960269,-0.24537,eleven,cluster3
26595,1.465536,1.326733,-1.820189,-0.599899,0.156349,1.531578,-0.815636,-1.329864,0.500409,-1.986365,0.896386,0.009312,-0.378069,0.453529,-0.074929,1.96188,-1.473494,-0.546391,-1.777965,fifteen,cluster4
2772,-2.336908,0.053957,1.249083,-1.742246,1.769527,0.235053,-0.545781,-0.597968,1.016871,-1.392435,1.08644,0.976252,0.87077,0.46839,-0.334695,0.267892,-0.790958,-0.58085,-0.062948,draw,cluster3
741,0.954861,1.311472,-0.212338,1.292059,0.00585,-0.240502,-0.088548,-0.418998,0.83149,-2.12083,1.997804,0.494713,1.538522,0.729489,-0.618596,1.11022,-0.689197,0.267825,0.234352,draw,cluster3
25691,1.440161,1.617814,2.236404,-0.824194,1.854671,0.243287,-0.455496,1.242097,-0.681859,-0.112069,-0.024916,1.192624,-3.037768,0.485281,0.412392,-0.199085,1.615507,1.048097,1.119597,fifteen,cluster4
6880,1.236954,-1.205428,0.976532,1.964045,-0.04308,-1.093415,1.183028,-2.075678,-0.370097,0.348363,0.948889,0.293196,0.068256,0.584317,0.78491,0.053271,0.59349,-1.354778,-0.843925,nine,cluster2
20465,-1.731526,0.29581,-0.954922,0.171473,0.70739,-0.7157,-0.68526,-0.051329,1.452922,0.985824,-0.043549,-2.029164,-0.358395,-0.215695,-1.764058,-0.143938,1.964226,-1.255661,-1.260176,thirteen,cluster0
15078,0.198538,-1.655435,1.402138,-1.694881,-1.795765,0.495685,-0.225231,-0.567609,1.115548,-1.173123,1.74017,-0.268795,0.471462,0.923623,-0.720373,0.172608,-0.618256,-0.974138,-0.455535,twelve,cluster3
24574,-0.846197,0.742201,-0.32589,-0.849176,-1.735891,-0.367677,0.383991,1.312559,-0.703657,0.056564,0.603951,-0.070653,-2.338318,0.938762,-0.391821,0.554683,-0.331957,-0.317886,2.109529,fourteen,cluster2
27531,-0.524943,1.189358,-1.049027,0.256548,0.766613,0.425975,-1.035167,0.186833,0.895905,1.688435,0.520324,-1.798806,-0.000586,0.814047,0.13415,-2.560889,-0.560271,-0.880881,-0.226435,fifteen,cluster4
2526,-1.817389,0.181618,0.527158,-0.608261,2.58661,-0.300632,-0.54193,0.150969,1.002241,1.164498,-0.420986,-1.340834,0.086851,0.823234,-0.412382,0.343255,-0.534138,0.609771,1.104799,draw,cluster3
2513,-1.38073,-0.067309,0.000794,0.124042,0.625576,-1.347231,-2.053519,0.108058,1.032935,1.169307,0.127408,-1.975088,0.013607,-1.804572,0.296625,0.063735,-0.957937,0.222112,0.733887,draw,cluster3
11482,0.336078,-1.721805,1.481494,2.029488,-0.022133,-1.003316,0.823827,0.314148,-0.23413,-2.118914,-1.085793,-0.614646,0.625597,0.434829,-0.154737,-0.883225,-0.571994,0.560696,-0.519914,eleven,cluster3
3319,-1.477932,-0.10965,-0.290091,-0.048085,0.568475,-0.218455,-1.078361,1.53034,0.962989,1.245923,0.191384,-1.972768,0.84287,0.774216,2.197047,0.441432,1.196581,0.037487,-1.209186,four,cluster0
19974,-1.331736,0.314949,0.034666,-0.887437,1.847668,-0.721302,1.064789,-2.253223,-0.503134,0.729493,-0.201447,0.706287,-0.188876,0.560113,0.776927,0.365998,0.057953,-1.77293,1.198688,thirteen,cluster2
24445,-0.79791,0.525255,0.592291,2.065678,0.02931,0.772484,-0.586297,0.2273,-2.294976,-0.018719,0.491194,0.005611,1.191254,-0.09079,-0.7131,0.473604,0.485909,0.528715,0.485162,fourteen,cluster2
18732,0.676934,-1.207458,1.050375,-1.110719,1.687848,-1.113266,0.574835,1.5002,-0.563472,0.166664,0.360467,1.392971,-1.813918,0.953762,-0.556202,0.128973,-0.41525,1.354687,0.312655,thirteen,cluster2
9295,-0.555184,1.020682,-1.888315,0.042501,0.06042,-0.241903,0.63339,-2.15152,-0.996736,0.957088,0.646778,0.285339,-0.326391,0.709065,1.157965,-2.641781,-0.203721,0.819715,1.515,ten,cluster1
4323,-2.125991,0.026475,-0.267919,-0.231333,-0.130276,-1.298991,0.50413,0.084341,-0.007657,-1.921328,-1.876636,-0.917688,0.037456,-0.70718,-1.351575,-1.208158,1.660769,0.163449,-1.489569,six,cluster0
4829,-1.289128,0.400346,0.16394,2.533622,-0.714525,0.095132,-0.640084,-0.194295,0.981203,0.207534,-0.980837,1.724649,0.507378,0.565738,-0.224348,0.385275,-0.20558,-0.219771,0.865246,seven,cluster3
2714,-2.33409,0.122284,1.64594,-0.700053,0.923322,-0.138498,-0.56484,-0.161173,1.304683,1.062675,-1.783095,2.224555,0.725487,0.494775,-0.281258,0.235206,-0.734352,-1.26462,-0.855393,draw,cluster3
3147,1.018982,-1.97982,-0.083943,-0.32022,-0.163952,0.89319,-0.692324,1.558084,-2.192949,0.760968,0.368114,0.023166,1.736549,0.363561,1.232839,0.45438,1.606974,-0.156918,-1.487484,three,cluster2
22056,1.447903,1.394995,-0.838566,-1.594944,-1.712828,0.509872,0.052543,-0.544758,0.898204,-1.416507,1.508744,-0.37392,0.862512,1.08812,-0.862287,1.363387,-0.701096,-1.717243,1.160817,fourteen,cluster3
11648,-0.350099,0.382201,-0.076642,-0.355974,-0.232257,-1.87991,-0.540148,-2.131347,-0.617032,0.704582,0.286278,0.020022,-0.265079,-2.125957,1.716529,-0.008239,0.214721,-0.299293,0.37004,eleven,cluster1
7787,-1.830604,0.215011,0.515993,2.221701,0.12739,0.983947,1.963234,0.418184,0.67773,-0.204006,0.652134,0.147508,0.416095,-1.289132,0.021913,0.187104,-0.541498,0.726029,0.873239,nine,cluster3
24632,-0.644817,0.598808,1.051521,-1.076514,-1.868142,-0.247545,0.574936,0.314295,-0.380782,-1.535441,-1.818989,-1.664178,-0.008092,0.41057,0.227381,-0.542441,0.094765,-0.046151,0.220846,fourteen,cluster3
2058,-1.53659,-0.440097,-1.115481,-0.11489,-0.039352,1.017397,-0.880865,1.430106,-2.461575,0.454376,0.140132,-0.046596,1.66822,0.225878,1.338511,0.680617,1.20742,0.770368,0.580334,draw,cluster2
19254,0.594035,-2.104403,0.679886,-0.176731,-0.133161,-0.400666,-1.646385,0.132625,-2.01133,0.761921,0.366506,0.038284,1.071401,-2.278778,-0.691935,0.003836,-0.825702,-0.30924,-0.148034,thirteen,cluster1
27409,-0.579983,1.48116,-0.708354,-0.192508,-0.103526,-0.334276,-0.16119,1.437912,-0.667436,0.61818,1.163353,0.839227,-1.778221,0.628006,0.265045,-2.603153,-0.735686,-1.08124,-0.692012,fifteen,cluster4
25920,1.735609,1.930515,0.864261,-0.532346,0.150325,2.225176,-1.758591,-0.792901,0.80267,-1.108821,1.806191,0.453593,-0.532715,0.358287,0.741794,-3.129547,1.083101,-1.53303,-0.445206,fifteen,cluster4
9878,-1.838908,0.176432,0.287898,2.291188,0.171382,1.085293,1.98411,0.35719,0.733447,-0.186856,0.665436,0.157489,0.380541,-1.267596,-0.035461,0.246705,-0.647905,-0.185826,1.032346,ten,cluster3
5785,-0.735852,0.789633,1.015683,2.232583,-0.896788,-0.116935,-0.766182,0.026589,0.877137,0.236674,-1.024182,1.656957,0.59068,0.435866,0.102394,0.228028,0.489223,1.766779,-0.25065,eight,cluster3
